,name,street,streetNum,neighbourhood,district,zipcode,longLongitude,longLatitude,density
834,Museu de Cera de Barcelona,Passatge de la Banca,5,el Barri Gòtic,Ciutat Vella,8002,41.377130607091686,2.1774606445543268,2
835,Centre Esportiu Municipal Can Caralleu,Carrer dels Esports,2,Sarrià,Sarrià-Sant Gervasi,8017,41.40098699374352,2.1105047906383008,1
836,Parròquia de Sant Vicenç de Sarrià,C Rector Voltà,5,Sarrià,Sarrià-Sant Gervasi,8034,41.39948172834851,2.121111403839136,1
837,Institut Químic de Sarrià - Campus Sarrià - IQS,Via Augusta,390,Sarrià,Sarrià-Sant Gervasi,8017,41.40379591152729,2.11946054577426,1
838,Parròquia de la Mare de Déu de Lourdes,C Font Honrada,33,el Poble-sec,Sants-Montjuïc,8004,41.37309762127584,2.1560110122944107,2
839,Museu,Avinguda de Miramar,1,el Poble-sec,Sants-Montjuïc,8038,41.36829226182124,2.1601492925476364,1
840,Seu de la Secció 10 de les Patrulles de Control (Guerra Civil),C Gran de Sant Andreu,52,Sant Andreu,Sant Andreu,8030,41.42911252316188,2.19036384484912,1
841,Avenç Obrer Català de Sant Andreu,Pl Orfila,3,Sant Andreu,Sant Andreu,8030,41.43624446859993,2.1909591589263973,1
842,Carrer Pons i Gallarza,C Bascònia,45,Sant Andreu,Sant Andreu,8030,41.43554210043539,2.186869522394108,1
843,Carrer Puerto Príncipe,C Puerto Príncipe,44,el Congrés i els Indians,Sant Andreu,8027,41.422608628418345,2.181260260566652,1
844,La Plaça Santa Madrona,Pl Santa Madrona,3,el Poble-sec,Sants-Montjuïc,8004,41.37346904326101,2.156314424935835,2
845,Pavelló Mies van der Rohe,Avinguda de Francesc Ferrer i Guàrdia,7,el Poble-sec,Sants-Montjuïc,8038,41.370842160327136,2.149776113823393,1
846,Centre Cívic Can Felipa,Plaça de Josep Maria Huertas Claveria,1,el Poblenou,Sant Martí,8005,41.40367975860696,2.20050971216533,1
847,Mercat Galvany,Carrer de Santaló,65,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,8021,41.39668239144884,2.143678943368952,1
848,Mercat Concepció,Carrer d'Aragó,311,la Dreta de l'Eixample,Eixample,8009,41.39556815947775,2.169071648271845,3
849,Mercat Les Corts,Travessera de les Corts,215,les Corts,Les Corts,8028,41.38407806063042,2.1298048647400445,1
850,Pla de la Seu,Pla de la Seu,1,el Barri Gòtic,Ciutat Vella,8002,41.38425392967717,2.1758673829595696,3
851,Mercat Sant Antoni,Carrer del Comte d'Urgell,1,Sant Antoni,Eixample,8011,41.37956821941282,2.161743115837759,2
852,Centre Cívic La Sedeta,Carrer de Sicília,321,el Camp d'en Grassot i Gràcia Nova,Gràcia,8025,41.40557651201225,2.167687591797475,1
853,Centre Cívic Guinardó,Ronda del Guinardó,113,el Guinardó,Horta-Guinardó,8041,41.41610799335015,2.1733783934174653,1
854,Centre Cívic Casa del Rellotge,Passeig de la Zona Franca,116,la Marina de Port,Sants-Montjuïc,8038,41.35757415322748,2.141406028389017,1
855,Centre Cívic Pere Pruna,Carrer de Ganduxer,130,Sant Gervasi - la Bonanova,Sarrià-Sant Gervasi,8022,41.40320904460329,2.13132023534547,1
856,Centre Cívic Sarrià,Carrer d'Eduardo Conde,22,Sarrià,Sarrià-Sant Gervasi,8034,41.3939061996762,2.1211872573336934,1
857,Mercat Poblenou - Unió,Pl Unió,25,el Poblenou,Sant Martí,8005,41.40102174848232,2.205429196399153,2
858,Mercat Guineueta,Passeig de Valldaura,186,la Guineueta,Nou Barris,8042,41.43865254771624,2.170245672758619,1
859,Mercat Clot,Pl Mercat,26,el Clot,Sant Martí,8018,41.40761694241932,2.188644372365021,1
860,Mercat Sant Andreu,Plaça del Mercadal,41,Sant Andreu,Sant Andreu,8030,41.43489312913731,2.1883934902332927,1
861,Mercat Ninot,Carrer de Mallorca,133,l'Antiga Esquerra de l'Eixample,Eixample,8036,41.38785716567696,2.1544122344047523,2
862,Mercat Barceloneta,Plaça del Poeta Boscà,1,la Barceloneta,Ciutat Vella,8003,41.38024616800818,2.18928120267198,2
863,Mercat Abaceria Central,Pg Sant Joan,181,el Camp d'en Grassot i Gràcia Nova,Gràcia,8037,41.40318652868216,2.164179164252221,1
864,Mercat Boqueria - Sant Josep,Carrer la Rambla,89,el Raval,Ciutat Vella,8002,41.38204889437501,2.17227075910574,4
865,Mercat Llibertat,Plaça de la Llibertat,27,la Vila de Gràcia,Gràcia,8012,41.39973784880562,2.1537484882528983,2
866,Mercat Sarrià,Pg Reina Elisenda Montcada,8,Sarrià,Sarrià-Sant Gervasi,8034,41.3998359320904,2.1207231796605,1
867,Mercat Santa Caterina,Av Francesc Cambó,16,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,8003,41.38639488164491,2.1781771121189712,2
868,Mercat Sants,C Sant Jordi,6,Sants,Sants-Montjuïc,8028,41.37474144032811,2.133754628418325,1
869,Mercat Hostafrancs,Carrer de la Creu Coberta,93,Hostafrancs,Sants-Montjuïc,8014,41.37516234439833,2.143853943380838,2
870,Centre Cívic Vallvidrera Vázquez Montalbán,Carrer d'Elisa Moragas i Badia,16,"Vallvidrera, el Tibidabo i les Planes",Sarrià-Sant Gervasi,8017,41.41539106451315,2.102545331836101,1
